id	sent	text
11366	6.0	@plilln Ты почему не спишь дурочка времени полно 😡😡😡😡😡
8599	5.0	Хочу быть во всем этом. Но нужно очень много работать над собой 😔 https://t.co/tmWtQW9dnj
8020	5.0	@AppleJesus Жалко его😔😔😔😩😩
2542	6.0	@BatsaikhanBSU Нөгөөдүүл нь ална шулна гээ л байгаа юм байлгүйдээ😡
3405	9.0	Питер Пэн прилетай и забери меня в Неверлэнд плиз 🙏🏻
3011	7.0	RT @dobrenkod1: Я в шоке 😍💋❤️ https://t.co/unwq3GB09z
44477	3.0	RT @ARMY_FOREVER_19: Зачем я снова это посмотрела... Теперь опять сижу и реву😭😭😭 #BTS @BTS_twt #ARMY https://t.co/17y9DFoxzl
2353	9.0	RT @sweetbabycakehs: шесть лет прошло с того момента, как Луи написал легендарный AIMH твит Гарри и Луи все ещё вместе и все ещё сильны, на…
5854	5.0	@Kay_k_pop Слишком быстро они прошли, я даже не успел понять, что это были выходные 😔
29880	3.0	RT @janejonsxx: так прекрасно и так душераздирающе 😭 некоторые люди вряд ли осознают какой страх испытывают пары с нетрадиционной ориентаци…
8253	6.0	RT @DassshaRussia: сука.. бесит бесит бесит бесит бесит бесит бесит бесит 😡😡😡😡😡 @KremlinRussia https://t.co/CiPc2UZoqH
24391	8.0	RT @_XoXokai88: Ох, Чонин 💔💔💔 https://t.co/6cf8cmRpU6
11286	8.0	@eezehjet Я пиздец люблю кожу у Кая она такая красивая, а когда её подчёркивают, а не выбеляют я просто таю как на… https://t.co/4pdn3aCFxg
2753	0.0	От @darylikerTOP ☀️ 1. Просто плащ сериаломана. No sense  2. 2 месяца  3. Гуманитарий 4. США 🇺🇸 моя мечта… https://t.co/DtIrie9FKK
4558	9.0	Пээ базарваань. 280 тэмдэгтээр жиргэдэг болонгуут ингэнэ айн... Мундаг юмоо айхтар мундаг юм 😂😂😂🙏🏻 https://t.co/B3j66KOvDw
1551	7.0	RT @Samiritis: 1.Фрой Гутьеррес❤️ -парень с прекрасной внешностью  -превосходный голос  -замечательный актёр  -хороший друг💓 https://t.co/U…
3539	7.0	@Nullikus спасибо, солнышко💋❤️❤️❤️
1444	1.0	Любовью чужой горят города, Извилистый путь затянулся петлей. Когда все дороги ведут в никуда, Настала пора возвращаться домой. 🎧🎶
214	0.0	Солнышко какое ☀️ https://t.co/WerEh2DiJB
6720	5.0	@ShibaevaDasha @an_petrova_  значит, имею неверное представление о взрослении 😔
21646	3.0	Ребята, голосуем!!!!! .😭 VOTE #BTS  https://t.co/9aDiWvS7tO https://t.co/ikYsoSNZXs
2777	8.0	RT @KaterinaValeeva: А такие букеты вообще легальны?разрыв сердечка💔 https://t.co/PspduLnVN6
2577	7.0	всегда, что бы не случилось, и где бы мы не были ❤️ https://t.co/iBkckHUIvF
39695	3.0	@xx_levit и меня нет рядом игин да 😭💔
1570	3.0	@juhosiya а у меня 2 всего😭😭😭
10028	5.0	Мои девочки съехали, теперь пока одна буду 😔
1402	1.0	RT @TuMburuSss: ❗️MAX RT &amp; FAV❗️ Друзья, свершилось! Трек в сети 👉🏻https://t.co/egHLFunHGj Приятного прослушивания🎧 #irkrap #rap #hiphop #t…
3919	7.0	RT @_dasha_mur: Годы идут, а наши встречи такие же дикие и сладкие😂❤️ https://t.co/DItE9nNqxp
2978	0.0	RT @nickey6666: @Michel17704471 ☀️🍁- Хай День буде Гарним !!! 😊 https://t.co/9i1p0i7rQ3
29150	8.0	месяц 💔😭 https://t.co/MtrsPgUiMz
4893	7.0	@YliaSonny Ну да.. меня успокаивает только то,что она в тепле,накормлена и её там любят ❤️
1346	1.0	Продолжаем делится с вами не только хорошими предложениями различных товаров💺🎧📠📻📟💻🖥,но и хорошим… https://t.co/f8B11rU041
2489	7.0	обожаю его ❤️ https://t.co/2s3k1OKgfx
901	6.0	RT @anti_zombi_: Я не могу описать словами свои эмоции, когда подобные вопросы задают мышебратья из самой вяликой и могучей ///опы мира. 😡😣…
3878	0.0	😊Друзья, кто хочет погреться в ☀️Солнечном ☀️🔥Вьетнаме??? Отличная возможность сделать это прямо… https://t.co/A8i2l7Afpp
1188	9.0	Надеюсь,завтра мы будем вместе и все будет хорошо 🙏🏻
2095	6.0	Как же иногда хочется врезать некоторым мадамам😡
1593	9.0	Страшнее всего, когда умирает твой ровесник....🙏🏻
1598	0.0	RT @peachtae_xx: это солнышко такое маленькое и яркое, что его нужно любить и оберегать так сильно, как только можно ☀️ ♡ ☀️ https://t.co/1…
18759	8.0	#Vkook #Taekook #BTS сил моих уже нет господи💔 https://t.co/G0OpDJuWdA
3238	9.0	Ждал Питер, чтобы увидеть ее снова. Безумно надеюсь, что она будет участвовать 🙏🏻
662	7.0	RT @jacksonastya: Не зря мёрзли с @eyphoriyaa  и ездили на заднице с гор 😂❤️ https://t.co/SYHen8Jf2h
5854	6.0	RT @sectoralnaya1: бедный собакен дай ему Бог здоровья и радости😡 https://t.co/QKbooCgRzW
9403	5.0	@KsDanilova Радуйся тому, что имеешь У меня даже этого нет😔
608	9.0	RT @bestalana7: @Nova8Roma @0a1r8ANOUgtG69X @my_miracle777 @ex_a6akp @masl9ln1 @veskii457 ❤️🍂Доброго утра,хорошего дня, отрады души моей! Б…
1378	1.0	Эта овечка будет моей^^ 😄🎧🦄 https://t.co/6ECo7yBbym
36373	3.0	@xaviersAnnet Я мерзну в доме больше чем на улице 😭
4931	6.0	@lentaruofficial Присоединяюсь. Пусть одевают у себя в странах. Превращают Европу в чёртишто. 😡
6019	6.0	RT @sectoralnaya1: бедный собакен дай ему Бог здоровья и радости😡 https://t.co/QKbooCgRzW
11059	8.0	Моя прелесть 😻💗💗💗💔💔💔 https://t.co/p0Mm32kgCC
306	7.0	RT @Maryyi15: Мой любимый Питер ❤️ https://t.co/D41sPczydI
878	0.0	За окном дождь ☔️ А у меня настроение солнечное ☀️ потому что болезнь уходит🙃🙂 #дождь… https://t.co/bm5UwzGfqJ
8584	6.0	нахуй я блять поставили 11 ios сука. Такого хуйового настроения из за телефона у меня не было никогда 😡
1349	7.0	@mOOn1645911898 @lixxzao @titanchik_ @Andelmandel @deinelanie @meywibry @oppa_your @jennie_kim15 @I4s86E4RGeGM1UR… https://t.co/ASMVC5OwcI
642	9.0	RT @ebatjargal_16: 2 том давааг давуулж намайг улсууд харж чаджээ ингээд би Амьдралоги кинонд тоглож од боллоо. Баярлалаа @ilbenkh эгчээ. 🙏…
3834	9.0	@JeromTomas Это лучшая история, я в восторге. Можешь написать такой фанфик? НУ ПОЖАЛУЙСТА 😭🙏🏻
21101	3.0	RT @ARMY_FOREVER_19: Нет... Что вы... Я не плачу.... Я блять рыдаю, как в последний раз😭😭😭 #BTS @BTS_twt #ARMY #RAPMONSTER #JIN #SUGA #JHOP…
502	7.0	Почему ко мне клеятся одногруппники, но не клеится ❤️ОН❤️
413	8.0	играю и крч чуть ли не реву ноа ноа всё-таки такая грустная 💔
1374	5.0	ПОПРИДЕРЖИ ЯЗЫК КОНОКРАД😔
2370	9.0	@pink__dark__ Спасибо 😘🙏🏻
1977	9.0	RT @sweetbabycakehs: шесть лет прошло с того момента, как Луи написал легендарный AIMH твит Гарри и Луи все ещё вместе и все ещё сильны, на…
10792	5.0	Хочу домой вот и все😔
2598	3.0	Ну почему самые родные мне люди сейчас так далеко ?😭😭😭
19227	3.0	сука сделайте функцию лайкать истории  😭😭😭 https://t.co/ueHILuSkMe
476	0.0	На улице теплота 😌☀️
637	0.0	Всем доброго утра и хорошего настроения ☀️
2301	6.0	В тундру млять бы его!!!-)))😠😡🖕🖕🖕 https://t.co/X24vlUyEVh
7576	6.0	RT @oksanaylia1: Американская паранойя: ведущая MSNBC Рэйчел Мэддоу обвиняет Россию во вмешательстве в дела стран по всему миру. 😠 Кривляки…
2897	0.0	RT @OhSehun_oneluv: @yaananko Поздравляю, солнышко☀️ Люблю~💙💙💙 https://t.co/dZ9gjB9YXp
8973	6.0	RT @DassshaRussia: сука.. бесит бесит бесит бесит бесит бесит бесит бесит 😡😡😡😡😡 @KremlinRussia https://t.co/CiPc2UZoqH
10624	8.0	Розовые ногти - это фиаско💔 https://t.co/spuRToSYOZ
1457	0.0	RT @Ambaselmaa11: Өөртөө хожимдсон ухаарал мэт хандахаа боль. Амттай хоол ид. Наранд алх. Эелдэг бай. Өөр цаг хугацаа гэж бхгүй-Keanu Reeve…
3817	7.0	Лол, почему настроение меняет каждый день? 😂 Вчера все казалось гавном, а сегодня все оч даже збс😏❤️
11711	3.0	когда у меня уже все будет хорошо?????😥😭😭😭😭😫
6886	5.0	целый год тебя уже нет 😔
3431	0.0	RT @Bgmirin: @mikel217 @vik_kont @my_miracle777 Заволнуем активных взад... Радуга тем, кто умеет по ней бегать  ✌🏻🎈☀️))) https://t.co/F4rL6…
3824	7.0	@_elena_2612 Спасибо огромное❤️ целую,обнимаю💋
1189	9.0	@OlgaPanina98 Приезжай 🙏🏻
29786	8.0	Эта штука со мной, Я зову её бензопилой – Она делает боль💔🤘                 @JEEMBX  Это просто шикарно❤️🤘🤘🤘
3862	0.0	☀️☺️каждое утро доброе @ Surgut https://t.co/Wx4JLL9avF
3143	0.0	Наши работы 💪💪💪 Как мы провели лето ☀️☀️☀️  Лето -- пора активного строительства и облагораживания участко...… https://t.co/kzeLyGpK4d
4182	5.0	RT @MarinaPorfisova: Как же привыкнуть к тому, что теперь все свои проблемы нужно решать самой, всю дальнейшую жизнь😒 Круто быть малявками.…
26370	8.0	RT @lizaGirlina: будем склеивать 💔
12182	8.0	RT @Dream_Zic: ЛИ ЧОН СОКККККК👿💔💔💔
1329	0.0	Завтра обещают последний солнечный день😻☀️ Кому красивые фотографии? Сохраните миг😻 Могу на завтра принять пару зак… https://t.co/sngQo4V7rM
22028	8.0	RT @zara_stark: Из-за этих двух абзацев несколько человек спросили о фф Мое сердце 💔💔💔 https://t.co/byHZATcu9z
4734	7.0	Академия кофе покоряет моё сердце всё больше с каждым разом❤️❤️❤️ Какое ни было настроение, придя в эту уютную атмосферу, в голове: «любовь»
1090	7.0	Я пленю тебя своим взглядом😏❤️
49402	3.0	RT @jekkim: Мы прошли на #этофест2017 #etofest2017 😭 Жди нас, Питер! #DiabloZteam ❤️ P.S. А ещё мы есть в номерах JustRiot и Double Light!…
2295	7.0	@waiting_for_lie @li_iero @Twilljoy @_fuckin_killjoy @Ghost_0103 @Plan_Angel_ @EllaRaspbery @Sleeping_corpse… https://t.co/EEX51ZFNtA
2973	0.0	RT @GeeFuckingSssad: @jorkaway_soset ты солнышко 🌈🌚💙☀️
1617	7.0	12.Why Don’t We❤️ -милые мальчики  -шикарные голоса -самые веселые  -Злак,Бемби,Коробка,Утка и Макароны -Зак самый… https://t.co/pn8q0uRqW9
1614	8.0	RT @helenmustdie: Май свит саммер чайлд 💔💔💔 https://t.co/9raaUcXwWC
2469	6.0	RT @FrediesNight: #Донецкая карма 🤔😡👎 Интересно, куда больше хотели бы попасть в плен кизяки: к #ВСУ или #ИГИЛ? via @volontert71 https://t.…
1003	1.0	RT @Kareliya_2000: Не смотри мне так в глаза- нельзя,нельзя...🎧✨                                    Ars||Anton  #Импровизация #Артон #Арсен…
1336	1.0	RT @Nalimsk: Мистер Бин сахалыы ырыалары истэр 😅 🎧 🚕 https://t.co/SMtSCU2Hhm
1289	0.0	RT @kun4eene: Завтра обещают последний солнечный день😻☀️ Кому красивые фотографии? Сохраните миг😻 Могу на завтра принять пару заказов💁🏻 896…
2122	9.0	RT @FlameOfGinger: Поддержите этих детей пожалуйста 🙏🏻❤️  #Black6ix https://t.co/wgSJ0HvRM9
12277	3.0	RT @zhidkovskiy: Милонов=❤️😭 https://t.co/isu3nMZQZO
18314	3.0	@artyuhovapolina Да я ебнусь если сейчас опять щенят не будет😭 Если честно очень хочется найти то статью с его слов… https://t.co/bDN9LrIrgJ
2117	9.0	RT @sweetbabycakehs: шесть лет прошло с того момента, как Луи написал легендарный AIMH твит Гарри и Луи все ещё вместе и все ещё сильны, на…
2169	9.0	RT @sweetbabycakehs: шесть лет прошло с того момента, как Луи написал легендарный AIMH твит Гарри и Луи все ещё вместе и все ещё сильны, на…
10761	6.0	@oksanaylia1 @leiurusbite Да,  с этим не поспоришь😡😡😡
3346	9.0	#ARMYSelcaDay #안녕하세요  #태태  #DNA2ndWin                            Голос 1 🙏🏻 https://t.co/HcghTOQlOm
19728	3.0	RT @Tanu_Ve: блинблинблин😭😍 Гарри тут такой.. ааааааа скучаю по ним рядышком, когда это можно увидеть, сохранить и потом пересматривать 342…
1199	0.0	Спокойствие, только спокойствие.☀️🍁☀️🌼☀️🍁 https://t.co/GnH5PcRYnf
164	1.0	Таалагддаг 🎧 https://t.co/6GtT63Lyhd
14708	3.0	"RT @_vsegda17_: РЕПОСТ!!!Не дайте этому комочку замерзнуть😭Он всё ещё ждёт тепла😞Свердлова 22, около магазина ""Мила"" @tutby @mc_maxim https…"
10913	8.0	Блядь, неужели нет переведенной лите-ры по штатовским вице-президентам 40-50х гг 💔. Молчу по отечественную историографию. Сука буду первым
1363	0.0	RT @SAYAANAB: Вот солнце мне нравится 😍☀️ получаю некий заряд энергии и хорошее настроение
27101	8.0	@ksooskkso ааАА спасибо огроменное вот то чего мне не хватало 💔😭
19664	3.0	Блиииииин Придумала такой классный стих И я его забыла 😭
1552	1.0	RT @ivanovo_er: 🎧Об итогах девятилетней работы @ROP37 и проекте #СкораяСоциальнаяПомощь сегодня в 17.00 на @ivanovo_106_7fm расскажет Екате…
1505	6.0	Лечь поспать днем в общаге -  бэд идея.( 1.зашли - распишись 2.куратор с проверкой 3.продают билеты на винника 4.попрошайки с гитарой Фааак😡
7295	6.0	@EvgenMasaleva @mashka0 хочется их ПОПРАВИТЬ😡
10821	8.0	смотрю сторис с показа шанель....моя остановочка(💔💔💔
23870	8.0	Ну наконец-то💔 https://t.co/0CgUV7uSCq
8210	6.0	RT @marina_saniram: Просто мерзавец @navalny 😡 https://t.co/cXTopBqaeN
3181	0.0	RT @kamenskih_d: Посоветуй своего стоматолога 👀 @Vladyslaav  ---👁--- Рисую портреты ☀️ Смотри закреп 👸🏼 https://t.co/qtwSKQ491T
1935	0.0	"RT @zmeika9: #кактусы Третий цветок уверенно распирает ""локтями"" двоих стоящих и тоже зацветает...👌 Кстати,первые тоже ещё не увяли...удиви…"
3408	9.0	RT @sakhaya27: Якутск!Найден лабрадор на авторынке(беременная).3й день ночует на улице😭🤧Может найдется для бедняжки хозяин?  Тел :891427164…
4337	7.0	RT @OSkabeeva: Спасибо, что смотрите #60минут! ❤️ https://t.co/FVMw4GNwJv
7818	6.0	@1Brosia зачем ты подсадила меня на эти кокосовые печеньки из палаты?! 😡
2683	9.0	RT @SemiSSSvetik: Мой рисунок!!! ждем проект! 🙏🏻 @KeremBursin #KeremBürsin #CanFeda https://t.co/Ze9ogKmXvQ
2412	9.0	а можно мне мое хорошее настроение обратно? ☹️🙏🏻
11368	3.0	Не верю, что уже год прошел 😭 https://t.co/F4nKynnp8U
10076	5.0	Ребят, никто не хочет пройтись вечером?😔
6811	8.0	То чувство,  когда тебе предлагает трейд художница, на арты которой ты так много залипал, капец 😭💔💔💔💔💔 номнестыдн х) https://t.co/YYLTgQg64w
228	1.0	RT @NadegdaLCI: GOOD MORNING ☺ Кто любит просыпаться и включать музыку, чтобы задать настроение на целый день?  🙏✌🎧 #ФРАЗАДНЯ: Music is a p…
2583	5.0	Нельзя мой друг,  Любить одну, флиртовать с другой 😔
2134	9.0	RT @_XoXokai88: Если Чанель выиграет, то к его дню рождения будет повешен баннер в метро 💕🙏🏻  (Нужно установить приложение) 📎https://t.co/y…
21804	8.0	Я просто пошло пошутила, а у тебя уже встал)💔
5311	5.0	RT @miskeisy: Ребята! Никому котик не нужен? Кастрирован, очень ласковый! Прибился, нам никак:( у меня и так уже 3:( давайте поможем котику…
398	1.0	Талантам надо помогать, а бездари пробьются сами! Дивимось ☺️🎸🎧 https://t.co/CDs8mARw6G
40491	3.0	RT @janejonsxx: — можете ли вы поверить в то, что ровно год назад мы услышали This Town? ровно год этой прекрасной песни ❤️😭и парни также о…
2159	0.0	солнышки такие классные ☀️☀️☀️☀️☀️☀️☀️☀️☀️☀️☀️
2064	9.0	Мои искренние соболезнования всем семьям пострадавших в этой ужасной трагедии в Лас-Вегасе.  #PrayForLasVegas 🙏🏻
4646	9.0	RT @blossomjuly: Если вам кажется, что вы тупой дегенерат, просто вспомните, что существуют люди, которые под постом со ссылкой пишут: «дай…
5576	5.0	@SmoothManMk Жими бравата 😔😔😔😔
376	8.0	Окраины пусты, нет рая, но есть ты💔 https://t.co/JA6WiDCNKK
3851	9.0	RT @bereza221: ФОЛЛОУ МИ 🙏🏻 РТ ЭТОТ ТВИТ ✅ И ТЫ В МОЕЙ КНИГЕ ТВИТТЕРСКИХ 😍 Будет круто, давай 😉 https://t.co/7LFGCCQ0RK
1997	6.0	Как же ты меня выбесил, сукааа!! До сих пор успокоиться не могу😡😡😡
2122	0.0	RT @ageyp: ДОБРОГО... ДОБРОГО... ДОБРОГО ВСЕМ УТРА!!!;)))☀️☀️☀️☀️😘😘😘😘😍😍😍😍💐💐💐💐 https://t.co/nPS1Y5XHvv
6451	3.0	RT @malbu401: Ребята что это??? Я плачу, почему голос Джейби такой красивый, что же нас ждёт в этом камбэке 😭😭😭😭😭😭
1047	1.0	RT @_belka_strelka: Доброе утро, твиттерленд! Всем удачных выходных и замечательного настроения! 😊🎼🎧🌞https://t.co/mWqUVhwXRp
24898	3.0	RT @thechocolatepie: Новое видео😭 Дженсен все так же прекрасен, и мне кажется, что я постарею быстрее, чем он. https://t.co/l0tqp9jAcR
1182	5.0	Хочуу спатки😔
6918	5.0	RT @nikolnast: Пожалуйста сделайте #рт 🙏🏼😔 https://t.co/evj7drxA0s
7600	5.0	RT @Anastasia_20161: Просто оставлю это здесь.😔✔👏 https://t.co/eoa8Xw764G
28050	8.0	RT @makha_nova: КАКАЯ 💔💔😍😍😍😍😍 https://t.co/3Aytq96ykt
2338	5.0	Давно не была в Исландии-это когда «что это и где эта дорога» 😔 https://t.co/kJedhKPacc
25491	3.0	@funny_hamster_ Сильная фраза, до слез 😭
1589	1.0	Покажи мне свой плейлист и я скажу кто ты, какой ты.   И решу, интересно ли мне будет с тобой общаться😒🎧  #Playlist #lovemusic
3741	0.0	RT @charlyrs_: 🎉800 читателей🎉 ☀️800 прекрасных солнышек в моей жизни☀️ 💎Крепко обнимаю каждого💎 ❤️🧡💚Люблю💙💜🖤 https://t.co/yrrJMzMkca
5576	6.0	Я теперь дойду за наушниками месяца через два,  потому что постоянно буду об этом забывать😒😡
6914	5.0	В такую погоду щас бы с тобой проснуться и день вместе провести💫❤😔
11057	8.0	RT @Vasiliel: Смотрите какие красивые 💔 https://t.co/0KdxFNflaL
1485	9.0	RT @Kazachkovaa_N: Хозяин котика, найдись🙏🏻 Район площади декабристов  Рт🙏🏻 https://t.co/tZv5YeLNSi
27561	8.0	...вспомнила про своего тайного друга...😂💔 https://t.co/Ao9EgA21Mb
48637	3.0	вы только посмотрите какая она лучшая спасибо богу за каришу😭😭💘
5044	8.0	Ммм.... Игнор кайф👌😑😒💔
2525	7.0	RT @roshchin_a: @lola_minions Ошибаешься 😏🙄❤️ https://t.co/eiL28MsxcY
1025	6.0	RT @ursusrus: @BCEnox @weselyi1 @Adam_Kazlevich @Lancier1812 @RUColonel @Terro_Ukraine @Navied73 нарушение правил-это сказать подонку то ,ч…
1585	1.0	Большая туса на век. Закрой глаза, не теряй честь, Остальное забирает слэм. И пусть все что под одеждой Только поменяет цвет. 🎧🎶🎶🎶
4761	6.0	Когда хейтишь синх за то, что они вечно отдыхают и развлекаются😡🔥 https://t.co/1J7pwo67w7
2870	9.0	Эх, даже мадам куку рядом не стояла с этими сладостями😍 вкуснее ещё не пробовала нигде🙏🏻 https://t.co/MUnJSSXu7Y
3871	7.0	Жизнь прекрасна 👆❤️ https://t.co/lqaDn3khfM
6123	5.0	Найду тварь и отпизжу 😡😤 Или... 🤔 Ээ, надеюсь, что это не из-за меня 😨😬  А то так всегда клёво было, когда Рома был… https://t.co/QUnDGHmvxv
2068	7.0	Люблю разговоры с мамой ,они такие тёплые и душевные )настроение всегда поднимается ❤️
210	1.0	Пришло время отдохнуть 🎧 https://t.co/K9Ug20tm9J
142	8.0	@_naonatsu Не говори 💔
3006	9.0	если вам не трудно можете те[э]гнуть Криса или ретвитруть 🙏🏻✨💙 https://t.co/lrdCCo4GEf
415	9.0	RT @ksenya_98: Верните мне лето и те ночи на Байкале 🙏🏻😭💙🌊 https://t.co/yq1unMta5J
12259	8.0	RT @plrrta: РЕБЯТА, ЭТО МАМА МОЕЙ БЛИЗКОЙ ПОДРУГИ😭😭😭💔💔💔ПОМОГИТЕ ПОЖАЛУЙСТА, СДЕЛАЙТЕ РТ😭🙏🏽🙏🏽🙏🏽 https://t.co/kl8G2rCMwV
1324	1.0	RT @TuMburuSss: ❗️MAX RT &amp; FAV❗️ Друзья, свершилось! Трек в сети 👉🏻https://t.co/egHLFunHGj Приятного прослушивания🎧 #irkrap #rap #hiphop #t…
43246	3.0	Нужен совет 🆘️ Куда сходить на выходные с Сережей? Мы уже много где были и нету даже идей что бы поделать 😭 напишите если есть идеи
2679	9.0	RT @daryl_aldridge: @Velionnepidr Богиня моя.🙏🏻
9090	5.0	Носочки из шерсти, пижамка и три пледика поверх одеяла.  А скоро обещают самую холодную зиму за 150к лет и мне, нав… https://t.co/lylBUStKbZ
4371	9.0	RT @Icontradictory: Ребята, мы все ещё не нашли её ! 😭 пожалуйста, помогите распространить пост 🙏🏻 возможно, кто - то её встречал или приют…
2258	7.0	Мой друг на сегодня ❤️ https://t.co/gLulcpfNbh
888	9.0	RT @_elena_2612: Когда-нибудь я стану красивой 🙏🏻
28295	8.0	@old_but__gold Да конечно спасибо пока💔.
3403	0.0	доброе утро,лента☀️
46737	3.0	RT @leprasorium: Она потеряла свою кошку, но мама нашла ее и сделала дочери сюрприз 😭❤️ https://t.co/1x2jFcMCeE
1574	9.0	RT @painpost: 🙏🏻 молюсь на это 🙏🏻 https://t.co/rhZLEq1Vns
24215	8.0	бля ххос💔
1580	8.0	RT @mic_twt: Хёнгу - ходячий фетиш.💔 https://t.co/JrbKwJrXHJ
3374	7.0	чмокаю тебя в щёчку, спасибо солнышко! -З-❤️ https://t.co/E0YdCNjsmZ
9089	8.0	блэт заболела🤦🏻‍♀️ зажигалку дома оставила🤦🏻‍♀️ жрать хочу🤦🏻‍♀️ денег нет🤦🏻‍♀️ весь мир против меня🤦🏻‍♀️💔
1979	0.0	RT @asurepin: ☀️❤️@tchizh999 🌹🌹🌹🍁💋💋💋 Доброго дня, Радость Любимая! https://t.co/CnDIvWmP5w
1469	1.0	Не много #music перед сном 🎶🎧 https://t.co/LDPz4O3E52
4420	7.0	@____anathema_ Оу, выздоравливай❤️
1573	1.0	"🎧 когда я хотел тебя обнять, ты сказала:  ""руки! блять, это тебе не рынок - это мои чувства! что-то обещать тебе - это искусственно!"""
3315	7.0	как  в старые добрые ❤️
1734	6.0	Ебала  я такую дружбу блять Одни мучения Ебануццо 😡😠😾 //    //- *настолько злой смайл,  что такого нет*
349	1.0	RT @volleyzenit: А у нас тут свежая подборка музыки из роликов #ZTV🤤  🎧➡️https://t.co/FOESlwRf4g  #ЗенитКазань https://t.co/L9AvLkjCKn
2145	0.0	@BooksLifeSource Ох какие картинки, как раз чай пью)  И ты отдыхай ☀️
2237	3.0	@MishasBlog Ооо, даже не пришлось тебе в личку писать...❤ Сука, почему он еще не в топе😭😭😭
15859	3.0	Как же хочу покататься на квадроцикле 😭
985	7.0	@sorryIm_over_it сладких снов, котенок❤️
3984	7.0	"@cinemafia_ru ❤️""Покидая Лас-Вегас""❤️"
3876	7.0	Прияятно☺️ Люблю вас, мои😽 Всем сердцем❤️ (Здесь конечно далеко не все, кого люблю , но те кто ответил) https://t.co/PsIqbicrhY
776	0.0	RT @tatyana352: Согласна, так и есть.👍😀☀️😍🌹👏☕️☕️🌞🐱🐹🦊🍁🌞 https://t.co/oKruKoywMc
2723	7.0	@TheMar1aTim Капец, я рил пустила слезу 😞❤️
6348	6.0	#скотыняка 😡🇺🇦 Сами Насери вступил в профсоюз крымских таксистов. «Мне очень нравится Крым и нравится Ялта. Я вас л… https://t.co/0VWnof4jPe
14686	3.0	Это странно но хочу к Бантанам 😢😭 https://t.co/ykmvYDUo2Y
905	7.0	RT @TShinkarenko: @Dew21Lana @VB8910 @Nata27Best @Preussenheart @jadwiga33 @tomasem1 @lazurit_plus @Nataliya_Le @DmitrysSerge @Katharin_Aur…
8005	6.0	Тревожно,  тупой характер  😡
841	1.0	"Аздап көңіл күй көтерейік. 😄😃😁😀😊☺😆😉👍👏💐🎤🎵🎶🎼🎷🎺🎸🎹🎧🎁🎉🎊🎆🎇 @ ЖК ""Асыл Арман"" https://t.co/HX0UtnKWPv"
29	1.0	Вот такой вот вечер пятницы🎧🎵🎶🎼🎤 #party https://t.co/NyECKomOWY
19442	8.0	RT @Sweet_lure_rays: Нас тянет к людям, с которыми мы не можем быть вместе 💔
1664	9.0	Как же я люблю семью @L_One_Mars 🙏🏻 любое их совместное появление невольно навеивает мне улыбку! Такая простая и чистая 💗
15067	3.0	Когда я до гинтамы доберусь😭
42607	3.0	Вот некоторым уже хочется пальцы оторвать за эти 280 знаков 😭
2486	9.0	Моя главная мечта - поехать в Массачусетс 🙏🏻😍
231	7.0	.... во вселенной только мы одни ☀️❤️✨🔥 #amazing  #beautiful #interestin.. https://t.co/aVUcudytRi
10379	6.0	Каждую ночь проверяю что крепче моя кровать или мои кости? Пока что выигрывает кровать, ибо костей с утра я не чувствую 😡😡😡
2826	0.0	Хочу во Вьетнам ☀️🌴🐬 https://t.co/5qNovr1sOS
2	0.0	Я давненько не желала вам сладеньких снов.  Так вот, спокойной ночи, мои лучики солнца☀️ Проведите выходные с польз… https://t.co/3QSxUKCIfQ
3084	7.0	@cat_doesnt_talk еее спасибо целомк❤️
3668	7.0	Ира - хочу сфоткать своё ебало Ору😂😂❤️
23834	8.0	RT @otsosi_twt: почему он такой ребёночек 💔👶🏼  https://t.co/BhPdBOwwFw
236	7.0	Всееее! Пошёл театральный сезон!!!❤️
2736	0.0	Ищу тепло❣️☀️
15702	8.0	Глупое сердце, не бейся💔 https://t.co/xhcwUIffiP
1487	5.0	Очень эмоциональный момент😔 #ольга https://t.co/UMW79IAKrq
285	8.0	думала, что забуду, но начала скучать💔
15	1.0	я просто залью спиртным все горло, и больше никогда не буду меняться 🎧🥂
932	7.0	Немножко развалился 😂❤️ https://t.co/lqqXloyB3U
2881	9.0	RT @sakhaya27: Якутск!Найден лабрадор на авторынке(беременная).3й день ночует на улице😭🤧Может найдется для бедняжки хозяин?  Тел :891427164…
1594	7.0	Есть в моей жизни такой человек, который говорит что у меня все получится, и я сразу начинаю в это верить☺️👌🏼❤️
1550	9.0	RT @AramK16: Пишу дипломную работу о чемпионском сезоне Спартака. Если у кого то есть какие-нибудь материалы,то можете покидать ссылки. SM…
4200	6.0	RT @KotyaValeria: Бесиииишь!!!! По носу тебе бы дала твоему армянскому сковородкой😡😡😡
26837	8.0	Почему бы и нет🌠💔  #lponefamily #linkinlove #onemorelight https://t.co/jPbmzytiEs
456	0.0	Можно ли устать от😎🌙☀️ ничегонеделанья?)) — О дааа https://t.co/NR3NsfJzBz
8653	3.0	RT @janejonsxx: Интересно то ,как при исполнении`Story Of My Life` во время 3ех последних шоу Гарри никогда не пел часть Луи, он всегда дов…
5125	6.0	@SFGO76_ussr Браво,Сергей👍А сегодня ночью опять ползали по Российской собственности в США,ищут чёрную кошку😡
24511	8.0	Сердцееее💔 https://t.co/wiEt148s0h
87	7.0	@Shamarhan_ Ты любимая Маша Затримайло❤️
